Config	Applicaiton	Miss Rate	Hot Access	Cool Access	Remap Access	Average IPC	Max IPC	Average Time	Max Time
cache_dram84_remap1l	raytrace	0.0474882	0.0	14382542.0	43387.0	0.65	0.66	287615494.0	287615494
cache_dram84_remap1l	water.nsq	0.136724	0.0	4208136.0	492077.0	1.0725	1.11	437481645.0	437481645
cache_dram84_remap1l	water.sp	0.0559635	0.0	2861945.0	120900.0	1.1775	1.28	166463496.0	166463496
cache_dram85_no-remap	barnes	0.0358014	13274.0	7134540.0	0.0	0.59	0.6	575814283.0	575814283
cache_dram85_no-remap	cholesky	0.0332382	9741.0	10454602.0	0.0	1.5425	1.67	51595227.0	51595227
cache_dram85_no-remap	fft	0.0337677	48055.0	37304486.0	0.0	1.52	1.52	141878853.0	141878853
cache_dram85_no-remap	fmm	0.109176	46267.0	10323094.0	0.0	1.5975	1.61	294663503.0	294663503
cache_dram85_no-remap	lu.cont	0.0325126	17221.0	11968530.0	0.0	1.3	1.33	200227899.0	200227899
cache_dram85_no-remap	lu.ncont	0.0321847	21816.0	21068344.0	0.0	1.1125	1.14	235267510.0	235267510
cache_dram85_no-remap	radix	0.0543768	1441.0	1374983.0	0.0	0.4	0.4	39984174.0	39984174
cache_dram85_no-remap	raytrace	0.0470092	12822.0	14367445.0	0.0	0.69	0.7	270358919.0	270358919
cache_dram85_no-remap	water.nsq	0.0810374	45096.0	4238716.0	0.0	1.1325	1.18	414563882.0	414563882
cache_dram85_no-remap	water.sp	0.0382288	25467.0	2850621.0	0.0	1.23	1.33	159534496.0	159534496
cache_dram85_remap0	barnes	0.0432268	0.0	7116695.0	271680.0	0.5825	0.59	582255345.0	582255345
cache_dram85_remap0	cholesky	0.0346689	0.0	10456008.0	8482.0	1.5375	1.67	51618156.0	51618156
cache_dram85_remap0	fft	0.0376571	0.0	37261791.0	21117.0	1.54	1.54	140026353.0	140026353
cache_dram85_remap0	fmm	0.119441	0.0	10311021.0	607631.0	1.5975	1.61	293708464.0	293708464
cache_dram85_remap0	lu.cont	0.0347131	0.0	11952694.0	41553.0	1.29	1.32	201511125.0	201511125
cache_dram85_remap0	lu.ncont	0.0343226	0.0	21040924.0	16459.0	1.1175	1.14	234599310.0	234599310
cache_dram85_remap0	radix	0.0552089	0.0	1373822.0	2115.0	0.4	0.4	39968266.0	39968266
cache_dram85_remap0	raytrace	0.0518914	0.0	14474988.0	85876.0	0.6825	0.7	274667045.0	274667045
cache_dram85_remap0	water.nsq	0.160683	0.0	4150527.0	1377270.0	1.1225	1.16	418243569.0	418243569
cache_dram85_remap0	water.sp	0.0784445	0.0	2822715.0	440456.0	1.22	1.32	160472796.0	160472796
cache_dram85_remap1g	barnes	0.0446294	0.0	7132894.0	247101.0	0.585	0.59	581573128.0	581573128
cache_dram85_remap1g	cholesky	0.0333987	0.0	10456808.0	2308.0	1.54	1.67	51644856.0	51644856
cache_dram85_remap1g	fft	0.0346489	0.0	37352569.0	20016.0	1.56	1.56	138233653.0	138233653
cache_dram85_remap1g	fmm	0.124134	0.0	10342056.0	637902.0	1.595	1.61	294981963.0	294981963
cache_dram85_remap1g	lu.cont	0.0326419	0.0	11980096.0	39449.0	1.2975	1.33	200555504.0	200555504
cache_dram85_remap1g	lu.ncont	0.0324551	0.0	21068649.0	8346.0	1.1225	1.15	233374286.0	233374286
cache_dram85_remap1g	radix	0.0551663	0.0	1375567.0	2116.0	0.4	0.4	39978899.0	39978899
cache_dram85_remap1g	raytrace	0.049449	0.0	14772607.0	77189.0	0.68	0.69	275980458.0	275980458
cache_dram85_remap1g	water.nsq	0.198071	0.0	4121898.0	1414181.0	1.125	1.17	417903069.0	417903069
cache_dram85_remap1g	water.sp	0.100311	0.0	2818128.0	479385.0	1.2525	1.36	156272696.0	156272696
cache_dram85_remap1l	barnes	0.0435981	0.0	7124757.0	230600.0	0.59	0.6	577338128.0	577338128
cache_dram85_remap1l	cholesky	0.0334265	0.0	10469087.0	14893.0	1.535	1.66	51787958.0	51787958
cache_dram85_remap1l	fft	0.0346583	0.0	37350892.0	23525.0	1.55	1.55	139240653.0	139240653
cache_dram85_remap1l	fmm	0.122975	0.0	10346107.0	596928.0	1.5875	1.6	296097559.0	296097559
cache_dram85_remap1l	lu.cont	0.032589	0.0	11980645.0	41561.0	1.29	1.32	202048341.0	202048341
cache_dram85_remap1l	lu.ncont	0.0333669	0.0	21061240.0	8320.0	1.1175	1.14	234559229.0	234559229
cache_dram85_remap1l	radix	0.055126	0.0	1375652.0	2116.0	0.4	0.4	39989887.0	39989887
cache_dram85_remap1l	raytrace	0.0511733	0.0	14460476.0	92715.0	0.6825	0.7	274616119.0	274616119
cache_dram85_remap1l	water.nsq	0.201672	0.0	4126318.0	1576053.0	1.13	1.17	415159314.0	415159314
cache_dram85_remap1l	water.sp	0.0851723	0.0	2823822.0	426120.0	1.215	1.32	161489496.0	161489496
cache_dram86_no-remap	barnes	0.0357431	251089.0	6896069.0	0.0	0.6225	0.63	545299928.0	545299928
cache_dram86_no-remap	cholesky	0.0332562	13982.0	10456991.0	0.0	1.615	1.76	48656158.0	48656158
cache_dram86_no-remap	fft	0.0337717	161993.0	37190172.0	0.0	1.66	1.66	129724953.0	129724953
cache_dram86_no-remap	fmm	0.109	95525.0	10275306.0	0.0	1.655	1.67	284002664.0	284002664
cache_dram86_no-remap	lu.cont	0.0325461	39402.0	11940684.0	0.0	1.4	1.43	185416099.0	185416099
cache_dram86_no-remap	lu.ncont	0.0320953	78778.0	21062416.0	0.0	1.2	1.23	219038857.0	219038857
cache_dram86_no-remap	radix	0.054316	1490.0	1373984.0	0.0	0.4	0.4	39859674.0	39859674
cache_dram86_no-remap	raytrace	0.0459276	69603.0	14554748.0	0.0	0.725	0.74	259737958.0	259737958
cache_dram86_no-remap	water.nsq	0.080901	146635.0	4139660.0	0.0	1.2	1.24	391487882.0	391487882
cache_dram86_no-remap	water.sp	0.0391698	75689.0	2804223.0	0.0	1.3075	1.42	150068028.0	150068028
cache_dram86_remap0	barnes	0.104182	0.0	6724835.0	255758.0	0.62	0.63	546867145.0	546867145
cache_dram86_remap0	cholesky	0.0384802	0.0	10429744.0	47250.0	1.5775	1.73	48875607.0	48875607
cache_dram86_remap0	fft	0.0416475	0.0	37173476.0	113751.0	1.64	1.64	131739053.0	131739053
cache_dram86_remap0	fmm	0.12928	0.0	10229230.0	1070650.0	1.6425	1.66	286291864.0	286291864
cache_dram86_remap0	lu.cont	0.0362849	0.0	11938555.0	10558.0	1.3975	1.43	185984562.0	185984562
cache_dram86_remap0	lu.ncont	0.0356603	0.0	21019046.0	2116.0	1.21	1.24	216348386.0	216348386
cache_dram86_remap0	radix	0.0553862	0.0	1372273.0	2116.0	0.4	0.4	39874176.0	39874176
cache_dram86_remap0	raytrace	0.0748043	0.0	14331774.0	303365.0	0.725	0.74	259153326.0	259153326
cache_dram86_remap0	water.nsq	0.192098	0.0	4023986.0	1393942.0	1.19	1.23	394512069.0	394512069
cache_dram86_remap0	water.sp	0.103952	0.0	2738624.0	559325.0	1.3	1.41	150759996.0	150759996
cache_dram86_remap1g	barnes	0.129469	0.0	7005602.0	248242.0	0.63	0.64	541669891.0	541669891
cache_dram86_remap1g	cholesky	0.0335619	0.0	10467717.0	13570.0	1.6025	1.75	49351722.0	49351722
cache_dram86_remap1g	fft	0.0355594	0.0	37348208.0	85909.0	1.65	1.65	130615655.0	130615655
cache_dram86_remap1g	fmm	0.133063	0.0	10320035.0	1066551.0	1.6425	1.66	286356759.0	286356759
cache_dram86_remap1g	lu.cont	0.0325941	0.0	11981666.0	8452.0	1.4	1.43	185582241.0	185582241
cache_dram86_remap1g	lu.ncont	0.0338812	0.0	21131758.0	2116.0	1.2	1.23	218266929.0	218266929
cache_dram86_remap1g	radix	0.0553023	0.0	1374928.0	2116.0	0.4	0.4	39853487.0	39853487
cache_dram86_remap1g	raytrace	0.0621973	0.0	14440467.0	246881.0	0.7175	0.73	260515477.0	260515477
cache_dram86_remap1g	water.nsq	0.251521	0.0	4059750.0	1424641.0	1.195	1.24	393310582.0	393310582
cache_dram86_remap1g	water.sp	0.129098	0.0	2792331.0	442557.0	1.315	1.42	149210496.0	149210496
cache_dram86_remap1l	barnes	0.126814	0.0	6912842.0	257177.0	0.6225	0.63	544909483.0	544909483
cache_dram86_remap1l	cholesky	0.0340431	0.0	10457347.0	42871.0	1.595	1.75	48112756.0	48112756
cache_dram86_remap1l	fft	0.0364632	0.0	37346625.0	95819.0	1.69	1.69	127923053.0	127923053
cache_dram86_remap1l	fmm	0.136789	0.0	10307267.0	1113519.0	1.655	1.67	284259064.0	284259064
cache_dram86_remap1l	lu.cont	0.0325773	0.0	11988884.0	12644.0	1.39	1.42	186677462.0	186677462
cache_dram86_remap1l	lu.ncont	0.0333584	0.0	21097811.0	6280.0	1.21	1.24	216327359.0	216327359
cache_dram86_remap1l	radix	0.0551283	0.0	1373944.0	2116.0	0.4	0.4	39837787.0	39837787
cache_dram86_remap1l	raytrace	0.0628173	0.0	14501799.0	294767.0	0.715	0.73	262774106.0	262774106
cache_dram86_remap1l	water.nsq	0.234115	0.0	4063186.0	1475837.0	1.195	1.24	393388582.0	393388582
cache_dram86_remap1l	water.sp	0.111545	0.0	2797055.0	575693.0	1.2975	1.41	150965996.0	150965996
cache_dram87_no-remap	barnes	0.0356208	489289.0	6656914.0	0.0	0.65	0.66	522560283.0	522560283
cache_dram87_no-remap	cholesky	0.0331937	39049.0	10430663.0	0.0	1.6825	1.85	45886527.0	45886527
cache_dram87_no-remap	fft	0.033857	178680.0	37173348.0	0.0	1.78	1.78	120879853.0	120879853
cache_dram87_no-remap	fmm	0.109375	172677.0	10191806.0	0.0	1.7775	1.79	264668364.0	264668364
cache_dram87_no-remap	lu.cont	0.032537	120399.0	11858092.0	0.0	1.4925	1.53	174045178.0	174045178
cache_dram87_no-remap	lu.ncont	0.0322806	113455.0	21032053.0	0.0	1.29	1.32	202941110.0	202941110
cache_dram87_no-remap	radix	0.0544027	1486.0	1372370.0	0.0	0.4	0.4	39851086.0	39851086
cache_dram87_no-remap	raytrace	0.046159	254169.0	14198270.0	0.0	0.75	0.76	249205326.0	249205326
cache_dram87_no-remap	water.nsq	0.0824921	311087.0	3993694.0	0.0	1.2625	1.31	372048837.0	372048837
cache_dram87_no-remap	water.sp	0.0419309	152224.0	2720920.0	0.0	1.365	1.48	143702796.0	143702796
cache_dram87_remap0	barnes	0.163351	0.0	6358223.0	404484.0	0.65	0.66	524883691.0	524883691
cache_dram87_remap0	cholesky	0.0408225	0.0	10423507.0	89803.0	1.6775	1.84	45924556.0	45924556
cache_dram87_remap0	fft	0.0476806	0.0	37052285.0	255505.0	1.77	1.77	121832353.0	121832353
cache_dram87_remap0	fmm	0.152296	0.0	9981220.0	577085.0	1.765	1.78	266425164.0	266425164
cache_dram87_remap0	lu.cont	0.0460767	0.0	11833476.0	405490.0	1.4825	1.52	175173525.0	175173525
cache_dram87_remap0	lu.ncont	0.0411299	0.0	21026161.0	256980.0	1.29	1.32	203110233.0	203110233
cache_dram87_remap0	radix	0.0554413	0.0	1373928.0	2116.0	0.4	0.4	39839598.0	39839598
cache_dram87_remap0	raytrace	0.125301	0.0	14003640.0	439060.0	0.755	0.77	248673658.0	248673658
cache_dram87_remap0	water.nsq	0.244252	0.0	3788199.0	581682.0	1.2625	1.31	371901782.0	371901782
cache_dram87_remap0	water.sp	0.14031	0.0	2629348.0	420200.0	1.3725	1.49	142666996.0	142666996
cache_dram87_remap1g	barnes	0.18505	0.0	6902911.0	404526.0	0.65	0.66	524625861.0	524625861
cache_dram87_remap1g	cholesky	0.0353353	0.0	10463329.0	92097.0	1.68	1.85	45996356.0	45996356
cache_dram87_remap1g	fft	0.0384103	0.0	37334619.0	313060.0	1.76	1.76	122805253.0	122805253
cache_dram87_remap1g	fmm	0.14634	0.0	10302987.0	743310.0	1.7625	1.78	266824464.0	266824464
cache_dram87_remap1g	lu.cont	0.0336345	0.0	11989539.0	455527.0	1.4925	1.53	174351278.0	174351278
cache_dram87_remap1g	lu.ncont	0.0363698	0.0	21145626.0	198361.0	1.28	1.31	205314085.0	205314085
cache_dram87_remap1g	radix	0.0551287	0.0	1374476.0	2116.0	0.4	0.4	39836499.0	39836499
cache_dram87_remap1g	raytrace	0.0734578	0.0	14386578.0	567030.0	0.745	0.76	251221158.0	251221158
cache_dram87_remap1g	water.nsq	0.332458	0.0	3957016.0	591993.0	1.2625	1.31	372813882.0	372813882
cache_dram87_remap1g	water.sp	0.163129	0.0	2756058.0	442711.0	1.3625	1.48	143828996.0	143828996
cache_dram87_remap1l	barnes	0.184197	0.0	6639983.0	388270.0	0.65	0.66	523206683.0	523206683
cache_dram87_remap1l	cholesky	0.035842	0.0	10452244.0	107981.0	1.655	1.82	46936956.0	46936956
cache_dram87_remap1l	fft	0.0389724	0.0	37331279.0	270878.0	1.73	1.73	124344653.0	124344653
cache_dram87_remap1l	fmm	0.167012	0.0	10243972.0	472346.0	1.78	1.8	263723512.0	263723512
cache_dram87_remap1l	lu.cont	0.033774	0.0	11994636.0	428674.0	1.4825	1.52	175262778.0	175262778
cache_dram87_remap1l	lu.ncont	0.0382025	0.0	21123403.0	262277.0	1.29	1.32	202957029.0	202957029
cache_dram87_remap1l	radix	0.0549796	0.0	1374503.0	2116.0	0.4	0.4	39855487.0	39855487
cache_dram87_remap1l	raytrace	0.073591	0.0	14388991.0	526502.0	0.7425	0.76	251913919.0	251913919
cache_dram87_remap1l	water.nsq	0.28067	0.0	3914891.0	612329.0	1.2575	1.3	373694169.0	373694169
cache_dram87_remap1l	water.sp	0.144015	0.0	2735414.0	420166.0	1.3775	1.49	142397596.0	142397596
cache_dram88_no-remap	barnes	0.0356906	1059377.0	6092002.0	0.0	0.68	0.69	499115391.0	499115391
cache_dram88_no-remap	cholesky	0.033243	66047.0	10405084.0	0.0	1.76	1.94	44063455.0	44063455
cache_dram88_no-remap	fft	0.0337705	1121548.0	36230512.0	0.0	1.9	1.9	113785153.0	113785153
cache_dram88_no-remap	fmm	0.109348	351767.0	10018675.0	0.0	1.85	1.87	253965459.0	253965459
cache_dram88_no-remap	lu.cont	0.0325685	375321.0	11602752.0	0.0	1.5675	1.6	165900283.0	165900283
cache_dram88_no-remap	lu.ncont	0.0322004	534907.0	20641467.0	0.0	1.3625	1.4	192280233.0	192280233
cache_dram88_no-remap	radix	0.054234	1402.0	1374072.0	0.0	0.4	0.4	39856574.0	39856574
cache_dram88_no-remap	raytrace	0.0457519	593981.0	13927926.0	0.0	0.7775	0.79	240773958.0	240773958
cache_dram88_no-remap	water.nsq	0.0809108	461380.0	3821596.0	0.0	1.31	1.36	359470182.0	359470182
cache_dram88_no-remap	water.sp	0.0381095	228099.0	2648797.0	0.0	1.415	1.53	138656328.0	138656328
cache_dram88_remap0	barnes	0.201313	0.0	6127993.0	477522.0	0.68	0.69	501446891.0	501446891
cache_dram88_remap0	cholesky	0.0461331	0.0	10377269.0	199605.0	1.775	1.95	44321355.0	44321355
cache_dram88_remap0	fft	0.0786162	0.0	36280327.0	592071.0	1.83	1.83	117686553.0	117686553
cache_dram88_remap0	fmm	0.17942	0.0	9705427.0	592574.0	1.85	1.87	254132063.0	254132063
cache_dram88_remap0	lu.cont	0.0849942	0.0	11405708.0	988429.0	1.5675	1.6	165925662.0	165925662
cache_dram88_remap0	lu.ncont	0.0679237	0.0	20380765.0	961455.0	1.36	1.39	192582757.0	192582757
cache_dram88_remap0	radix	0.0553276	0.0	1372530.0	2115.0	0.4	0.4	39829326.0	39829326
cache_dram88_remap0	raytrace	0.217719	0.0	13366013.0	300508.0	0.7725	0.79	241717958.0	241717958
cache_dram88_remap0	water.nsq	0.263853	0.0	3711639.0	514257.0	1.2925	1.34	363731582.0	363731582
cache_dram88_remap0	water.sp	0.176147	0.0	2523945.0	426361.0	1.4125	1.53	138752596.0	138752596
cache_dram88_remap1g	barnes	0.229784	0.0	6843242.0	522559.0	0.675	0.68	503549591.0	503549591
cache_dram88_remap1g	cholesky	0.0367798	0.0	10452911.0	164483.0	1.7775	1.97	43728256.0	43728256
cache_dram88_remap1g	fft	0.0487604	0.0	37323653.0	573200.0	1.85	1.85	116758753.0	116758753
cache_dram88_remap1g	fmm	0.205224	0.0	10197058.0	618190.0	1.84	1.86	255372663.0	255372663
cache_dram88_remap1g	lu.cont	0.0350045	0.0	12012299.0	1019535.0	1.5575	1.59	166964299.0	166964299
cache_dram88_remap1g	lu.ncont	0.0574841	0.0	20883192.0	961526.0	1.3525	1.39	193834158.0	193834158
cache_dram88_remap1g	radix	0.0551919	0.0	1373749.0	2116.0	0.4	0.4	39830387.0	39830387
cache_dram88_remap1g	raytrace	0.0855018	0.0	14368223.0	459180.0	0.7725	0.79	242221106.0	242221106
cache_dram88_remap1g	water.nsq	0.362833	0.0	3927021.0	532732.0	1.29	1.34	364352237.0	364352237
cache_dram88_remap1g	water.sp	0.207167	0.0	2726907.0	450937.0	1.4025	1.52	139921096.0	139921096
cache_dram88_remap1l	barnes	0.235272	0.0	6428293.0	468503.0	0.68	0.69	502224691.0	502224691
cache_dram88_remap1l	cholesky	0.0379804	0.0	10447714.0	152581.0	1.73	1.9	44943455.0	44943455
cache_dram88_remap1l	fft	0.0575407	0.0	37218359.0	567990.0	1.83	1.83	117986453.0	117986453
cache_dram88_remap1l	fmm	0.205349	0.0	10059899.0	597387.0	1.835	1.85	256102964.0	256102964
cache_dram88_remap1l	lu.cont	0.042386	0.0	11932095.0	1042145.0	1.5625	1.6	166289999.0	166289999
cache_dram88_remap1l	lu.ncont	0.0587464	0.0	20905511.0	982167.0	1.36	1.39	193073786.0	193073786
cache_dram88_remap1l	radix	0.0551038	0.0	1375467.0	2116.0	0.4	0.4	39873147.0	39873147
cache_dram88_remap1l	raytrace	0.108038	0.0	14334092.0	451132.0	0.7675	0.78	244145694.0	244145694
cache_dram88_remap1l	water.nsq	0.293946	0.0	3877272.0	514201.0	1.2925	1.34	363400682.0	363400682
cache_dram88_remap1l	water.sp	0.180773	0.0	2654263.0	444764.0	1.4	1.52	140178596.0	140178596
cache_dram89_no-remap	barnes	0.0356336	1133372.0	6018058.0	0.0	0.7	0.71	485462645.0	485462645
cache_dram89_no-remap	cholesky	0.0333261	148992.0	10323066.0	0.0	1.8625	2.07	42284670.0	42284670
cache_dram89_no-remap	fft	0.0338091	1111016.0	36240053.0	0.0	1.96	1.96	109946153.0	109946153
cache_dram89_no-remap	fmm	0.109069	782443.0	9586203.0	0.0	1.9075	1.92	246258164.0	246258164
cache_dram89_no-remap	lu.cont	0.0325532	709047.0	11277663.0	0.0	1.62	1.66	160194062.0	160194062
cache_dram89_no-remap	lu.ncont	0.0319695	838646.0	20318472.0	0.0	1.44	1.47	182070758.0	182070758
cache_dram89_no-remap	radix	0.0542935	1272.0	1373999.0	0.0	0.4	0.4	39859074.0	39859074
cache_dram89_no-remap	raytrace	0.0467386	1099907.0	13355278.0	0.0	0.8025	0.82	233031300.0	233031300
cache_dram89_no-remap	water.nsq	0.079451	536294.0	3748148.0	0.0	1.3425	1.39	349299145.0	349299145
cache_dram89_no-remap	water.sp	0.0423919	317487.0	2555328.0	0.0	1.4525	1.57	135042196.0	135042196
cache_dram89_remap0	barnes	0.233914	0.0	5894622.0	454710.0	0.7025	0.71	483474545.0	483474545
cache_dram89_remap0	cholesky	0.0619122	0.0	10297206.0	162278.0	1.8425	2.05	43135407.0	43135407
cache_dram89_remap0	fft	0.111088	0.0	35430717.0	570771.0	1.92	1.92	112457953.0	112457953
cache_dram89_remap0	fmm	0.241925	0.0	9081660.0	582536.0	1.895	1.91	248340714.0	248340714
cache_dram89_remap0	lu.cont	0.152656	0.0	10622640.0	515894.0	1.62	1.66	160196262.0	160196262
cache_dram89_remap0	lu.ncont	0.0930182	0.0	19816382.0	1137561.0	1.4125	1.45	185540985.0	185540985
cache_dram89_remap0	radix	0.0552511	0.0	1374601.0	2116.0	0.4	0.4	39849870.0	39849870
cache_dram89_remap0	raytrace	0.263254	0.0	12989296.0	190696.0	0.8125	0.83	229901958.0	229901958
cache_dram89_remap0	water.nsq	0.264518	0.0	3707135.0	502008.0	1.33	1.38	352891769.0	352891769
cache_dram89_remap0	water.sp	0.201001	0.0	2448855.0	362873.0	1.43	1.55	136973196.0	136973196
cache_dram89_remap1g	barnes	0.259668	0.0	6809134.0	413729.0	0.7025	0.71	482917883.0	482917883
cache_dram89_remap1g	cholesky	0.038305	0.0	10459734.0	165090.0	1.8125	2.02	43379558.0	43379558
cache_dram89_remap1g	fft	0.0593982	0.0	37323089.0	517755.0	1.92	1.92	112450253.0	112450253
cache_dram89_remap1g	fmm	0.264788	0.0	10099624.0	543600.0	1.8925	1.91	248396406.0	248396406
cache_dram89_remap1g	lu.cont	0.0349513	0.0	12019734.0	832159.0	1.5975	1.63	162690462.0	162690462
cache_dram89_remap1g	lu.ncont	0.0755952	0.0	20641819.0	1135211.0	1.41	1.44	186165910.0	186165910
cache_dram89_remap1g	radix	0.0549219	0.0	1376604.0	2115.0	0.4	0.4	39841120.0	39841120
cache_dram89_remap1g	raytrace	0.0943447	0.0	14302963.0	413144.0	0.7975	0.81	234353291.0	234353291
cache_dram89_remap1g	water.nsq	0.373579	0.0	3899896.0	495846.0	1.3325	1.38	351949814.0	351949814
cache_dram89_remap1g	water.sp	0.209097	0.0	2720566.0	334201.0	1.43	1.55	136928396.0	136928396
cache_dram89_remap1l	barnes	0.249149	0.0	6337613.0	529097.0	0.6975	0.71	487926561.0	487926561
cache_dram89_remap1l	cholesky	0.0435827	0.0	10432281.0	156088.0	1.855	2.07	42606370.0	42606370
cache_dram89_remap1l	fft	0.0588873	0.0	37177403.0	549526.0	1.89	1.89	114068953.0	114068953
cache_dram89_remap1l	fmm	0.258679	0.0	9634845.0	586063.0	1.875	1.89	250303063.0	250303063
cache_dram89_remap1l	lu.cont	0.0531786	0.0	11829468.0	788485.0	1.6075	1.64	161665562.0	161665562
cache_dram89_remap1l	lu.ncont	0.0765647	0.0	20568447.0	1114978.0	1.41	1.44	186266129.0	186266129
cache_dram89_remap1l	radix	0.0550461	0.0	1374061.0	2116.0	0.4	0.4	39851247.0	39851247
cache_dram89_remap1l	raytrace	0.16876	0.0	13795447.0	292606.0	0.805	0.82	232368119.0	232368119
cache_dram89_remap1l	water.nsq	0.300178	0.0	3830415.0	497803.0	1.33	1.38	352936869.0	352936869
cache_dram89_remap1l	water.sp	0.199582	0.0	2586996.0	409948.0	1.4275	1.55	137401496.0	137401496
cache_dram90_no-remap	barnes	0.035713	1062837.0	6079218.0	0.0	0.705	0.71	482482728.0	482482728
cache_dram90_no-remap	cholesky	0.0333443	185871.0	10284938.0	0.0	1.915	2.13	41106570.0	41106570
cache_dram90_no-remap	fft	0.0338112	3066775.0	34284341.0	0.0	2.07	2.07	104171753.0	104171753
cache_dram90_no-remap	fmm	0.109376	1535806.0	8831257.0	0.0	1.965	1.98	239106259.0	239106259
cache_dram90_no-remap	lu.cont	0.0325252	1498232.0	10485639.0	0.0	1.71	1.75	152188199.0	152188199
cache_dram90_no-remap	lu.ncont	0.0318519	1681359.0	19480958.0	0.0	1.4975	1.53	175025586.0	175025586
cache_dram90_no-remap	radix	0.0542788	1435.0	1374202.0	0.0	0.4	0.4	39851086.0	39851086
cache_dram90_no-remap	raytrace	0.0460604	1510664.0	12961059.0	0.0	0.83	0.85	226141477.0	226141477
cache_dram90_no-remap	water.nsq	0.0807887	542376.0	3739372.0	0.0	1.3525	1.4	347374182.0	347374182
cache_dram90_no-remap	water.sp	0.0387228	360419.0	2517304.0	0.0	1.48	1.6	132453796.0	132453796
cache_dram90_remap0	barnes	0.237161	0.0	5875466.0	503671.0	0.7	0.71	485728645.0	485728645
cache_dram90_remap0	cholesky	0.0786214	0.0	10185285.0	144819.0	1.9025	2.11	41710556.0	41710556
cache_dram90_remap0	fft	0.158124	0.0	34189118.0	440761.0	1.96	1.96	109793953.0	109793953
cache_dram90_remap0	fmm	0.283419	0.0	8613032.0	320796.0	1.955	1.97	240704964.0	240704964
cache_dram90_remap0	lu.cont	0.239737	0.0	9629431.0	200050.0	1.67	1.71	155538562.0	155538562
cache_dram90_remap0	lu.ncont	0.141088	0.0	18622916.0	1052194.0	1.4525	1.49	180713829.0	180713829
cache_dram90_remap0	radix	0.0555572	0.0	1372390.0	2116.0	0.4	0.4	39840078.0	39840078
cache_dram90_remap0	raytrace	0.268353	0.0	13073573.0	178406.0	0.83	0.84	226220058.0	226220058
cache_dram90_remap0	water.nsq	0.265492	0.0	3688197.0	499893.0	1.3525	1.4	347238482.0	347238482
cache_dram90_remap0	water.sp	0.205119	0.0	2435587.0	274811.0	1.4575	1.58	134392396.0	134392396
cache_dram90_remap1g	barnes	0.260758	0.0	6807076.0	405368.0	0.705	0.71	482578883.0	482578883
cache_dram90_remap1g	cholesky	0.0410683	0.0	10461740.0	173615.0	1.9025	2.12	41960656.0	41960656
cache_dram90_remap1g	fft	0.0613951	0.0	37425590.0	428549.0	1.98	1.98	108693153.0	108693153
cache_dram90_remap1g	fmm	0.304984	0.0	10055934.0	205868.0	1.96	1.98	239969359.0	239969359
cache_dram90_remap1g	lu.cont	0.0356512	0.0	12064441.0	492915.0	1.68	1.72	154535062.0	154535062
cache_dram90_remap1g	lu.ncont	0.0997887	0.0	20333592.0	1135739.0	1.4475	1.48	181207110.0	181207110
cache_dram90_remap1g	radix	0.05516	0.0	1375160.0	2116.0	0.4	0.4	39848587.0	39848587
cache_dram90_remap1g	raytrace	0.0964748	0.0	14318732.0	248049.0	0.8225	0.83	227807706.0	227807706
cache_dram90_remap1g	water.nsq	0.369671	0.0	3928339.0	499920.0	1.3425	1.39	349496582.0	349496582
cache_dram90_remap1g	water.sp	0.209461	0.0	2713705.0	297339.0	1.4475	1.57	135388728.0	135388728
cache_dram90_remap1l	barnes	0.262731	0.0	6290178.0	468652.0	0.7	0.71	486769583.0	486769583
cache_dram90_remap1l	cholesky	0.0574601	0.0	10351828.0	140283.0	1.9225	2.14	41710256.0	41710256
cache_dram90_remap1l	fft	0.116249	0.0	35839945.0	496324.0	1.94	1.94	111031853.0	111031853
cache_dram90_remap1l	fmm	0.302798	0.0	9296852.0	231979.0	1.96	1.98	239667064.0	239667064
cache_dram90_remap1l	lu.cont	0.139532	0.0	10853955.0	208368.0	1.69	1.73	154046162.0	154046162
cache_dram90_remap1l	lu.ncont	0.117175	0.0	19773974.0	1066096.0	1.4575	1.49	180114758.0	180114758
cache_dram90_remap1l	radix	0.0548667	0.0	1376068.0	2116.0	0.4	0.4	39835520.0	39835520
cache_dram90_remap1l	raytrace	0.179598	0.0	13653904.0	249935.0	0.815	0.83	229694458.0	229694458
cache_dram90_remap1l	water.nsq	0.288984	0.0	3843253.0	487492.0	1.35	1.4	348085714.0	348085714
cache_dram90_remap1l	water.sp	0.202399	0.0	2562253.0	258398.0	1.4525	1.57	134917496.0	134917496
cache_cpu95_no-remap	barnes	0.0358438	8386.0	7133631.0	0.0	0.5675	0.57	600946928.0	600946928
cache_cpu95_no-remap	cholesky	0.0333621	11829.0	10457105.0	0.0	1.66	1.8	47087911.0	47087911
cache_cpu95_no-remap	fft	0.0338186	82084.0	37270441.0	0.0	1.78	1.78	121228653.0	121228653
cache_cpu95_no-remap	fmm	0.109103	22819.0	10346346.0	0.0	1.5975	1.61	294453259.0	294453259
cache_cpu95_no-remap	lu.cont	0.0325592	39009.0	11938830.0	0.0	1.4975	1.53	173361162.0	173361162
cache_cpu95_no-remap	lu.ncont	0.0318693	78334.0	21103260.0	0.0	1.38	1.41	190129686.0	190129686
cache_cpu95_no-remap	radix	0.0543444	88.0	1376272.0	0.0	0.4	0.4	40135478.0	40135478
