Rows -- Min: 3, Max: 238059, Avg: 18794.45, Compute: 4811380
Blocks -- Min: 1849102, Max: 51725195139, Avg: 33870774843.31
#Process: 7349, #Reduce: 110, #Apply: 110
1	34752865484
2	34752865484
3	34752865484
4	34752865484
5	34752865484
6	34752865484
7	34752865484
8	34752865484
9	34752865484
10	34752865484
11	34752865484
12	34752865484
13	34752865484
14	34752865484
15	34752865484
16	34752865484
17	34752865484
18	34752865484
19	34752865484
20	34752865484
21	34752865484
22	34752865484
23	34752865484
24	34752865484
25	34752865484
26	34752865484
27	34752865484
28	34752865484
29	34752865484
30	34752865484
31	34752865484
32	34752865484
33	34752865484
34	34752865484
35	34752865484
36	34752865484
37	34752865484
38	34752865484
39	34752865484
40	34752865484
41	34752865484
42	34752865484
43	34752865484
44	34752865484
45	34752865484
46	34752865484
47	34752865484
48	34752865484
49	34752865484
50	34752865484
51	34752865484
52	34752865484
53	34752865484
54	34752865484
55	34752865484
56	34752865484
57	34752865484
58	34752865484
59	34752865484
60	34752865484
61	34752865484
62	34752865484
63	34752865484
64	34752865484
65	34752865484
66	34752865484
67	34752865484
68	34752865484
69	34752865484
70	34752865484
71	34752865484
72	34752865484
73	34752865484
74	34752865484
75	34752865484
76	34752865484
77	34752865484
78	34752865484
79	34752865484
80	34752865484
81	34752865484
82	34752865484
83	34752865484
84	34752865484
85	34752865484
86	34752865484
87	34752865484
88	34752865484
89	34752865484
90	34752865484
91	34752865484
92	34752865484
93	34752865484
94	34752865484
95	34752865484
96	34752865484
97	34752865484
98	34752865484
99	34752865484
100	34752865484
101	34752865484
102	34752865484
103	34752865484
104	34752865484
105	34752865484
106	34752865484
107	34752865484
108	34752865484
109	34752865484
110	34752865484
111	34752865484
112	34752865484
113	34752865484
114	34752865484
115	34752865484
116	34752865484
117	34752865484
118	34752865484
119	34752865484
120	34752865484
121	34752865484
122	34752865484
123	34752865484
124	34752865484
125	34752865484
126	34752865484
127	34752865484
128	34752865484
129	34752865484
130	34752865484
131	34752865484
132	34752865484
133	34752865484
134	34752865484
135	34752865484
136	34752865484
137	34752865484
138	34752865484
139	34752865484
140	34752865484
141	34752865484
142	34752865484
143	34752865484
144	34752865484
145	34752865484
146	34752865484
147	34752865484
148	34752865484
149	34752865484
150	34752865484
151	34752865484
152	34752865484
153	34752865484
154	34752865484
155	34752865484
156	34752865484
157	34752865484
158	34752865484
159	34752865484
160	34752865484
161	34752865484
162	34752865484
163	34752865484
164	34752865484
165	34752865484
166	34752865484
167	34752865484
168	34752865484
169	34752865484
170	34752865484
171	34752865484
172	34752865484
173	34752865484
174	34752865484
175	34752865484
176	34752865484
177	34752865484
178	34752865484
179	34752865484
180	34752865484
181	34752865484
182	34752865484
183	34752865484
184	34752865484
185	34752865484
186	34752865484
187	34752865484
188	34752865484
189	34752865484
190	34752865484
191	34752865484
192	34752865484
193	34752865484
194	34752865484
195	34752865484
196	34752865484
197	34752865484
198	34752865484
199	34752865484
200	34752865484
201	34752865484
202	34752865484
203	34752865484
204	34752865484
205	34752865484
206	34752865484
207	34752865484
208	34752865484
209	34752865484
210	34752865484
211	34752865484
212	34752865484
213	34752865484
214	34752865484
215	34752865484
216	34752865484
217	34752865484
218	34752865484
219	34752865484
220	34752865484
221	34752865484
222	34752865484
223	34752865484
224	34752865484
225	34752865484
226	34752865484
227	34752865484
228	34752865484
229	34752865484
230	34752865484
231	34752865484
232	34752865484
233	34752865484
234	34752865484
235	34752865484
236	34752865484
237	34752865484
238	34752865484
239	34752865484
240	34752865484
241	34752865484
242	34752865484
243	34752865484
244	34752865484
245	34752865484
246	34752865484
247	34752865484
248	34752865484
249	34752865484
250	34752865484
251	34752865484
252	34752865484
253	34752865484
254	34752865484
255	34752865484
256	34752865484
257	34752865484
258	34752865484
259	34752865484
260	34752865484
261	34752865484
262	34752865484
263	34752865484
264	34752865484
265	34752865484
266	34752865484
267	34752865484
268	34752865484
269	34752865484
270	34752865484
271	34752865484
272	34752865484
273	34752865484
274	34752865484
275	34752865484
276	34752865484
277	34752865484
278	34752865484
279	34752865484
280	34752865484
281	34752865484
